Q,Toxicity_score,T,Toxicity_score
"[Re_drop] What happens when 90% of the media is controlled/owned by (6) corporations? What happens when those same corporations are operated and controlled by a political ideology?  What happens when the news is no longer free from bias?  What happens when the news is no longer reliable and independent?  What happens when the news is no longer trustworthy? What happens when the news simply becomes an extension/arm of a political party? Fact becomes fiction? Fiction becomes fact? When does news become propaganda? Identity creation? How does the average person, who is under constant financial stress (by design), find time to research and discern fact v fiction?  Majority of people more prone to believe someone in power sitting behind a big brand ‘news’ name? Do people [human psyche] tend to follow the ‘majority/mainstream viewpoint’ in fear of being isolated and/or shunned? ‘Mainstream’ is used for a reason [dominate trend in opinion]. [If majority of people believe ‘x’ then ‘x’ must be validated / true] Why do ‘mainstream’ media heads, within different orgs, always use the same keywords and/or catch phrases?  Coordinated? By who? Outside entity providing instructions? Do they count on the fact that people [human psyche] are more prone to believe something if heard over-and-over again by different ‘trusted’ sources?  Do ‘echo chamber’ tactics provide validation / credibility to the topic/point being discussed?  Threat to intellectual freedom?  Would control over[of] these institutions/organizations allow for the mass control of a populations viewpoint re: a desired topic?  Read again – digest.  Would control over[of] these institutions/organizations allow for the mass control of a populations viewpoint re: a desired topic?  Logical thinking.  Why, after the election of 2016, did [D]’s and media corps jumpstart a [coordinated & planned] divisive blitz intended to create falsehoods re: illegitimacy of election, character assassination of POTUS through sexism, racism, every other ‘ism’?  Pre/post 2016 election? Why were violent [masked] terror orgs such as Antifa immediately created/funded? Why were these orgs tasked w/ immediate intimidation/shut down of any pro-POTUS rally[s] and/or events?  Why were marches immediately organized to counter and silence pro-POTUS rally[s] and/or events? Why were marches immediately organized which divided people into sex/gender, race, [ism]? When you control the levers of news dissemination, you control the narrative. Control of the narrative = power When you are blind, what do you see? They want you divided. Divided by religion. Divided by sex. Divided by political affiliation.  Divided by class. When you are divided, and angry, and controlled, you target those ‘different’ from you, not those responsible [controllers]. Divided you are weak. Divided you pose no threat to their control.  When ‘non-dogmatic’ information becomes FREE & TRANSPARENT it becomes a threat to those who attempt to control the narrative and/or stable [livestock kept – sheep]. When you are awake, you stand on the outside of the stable (‘group-think’ collective), and have ‘free thought’.  ""Free thought"" is a philosophical viewpoint which holds that positions regarding truth should be formed on the basis of logic, reason, and empiricism, rather than authority, tradition, revelation, or dogma.  THIS REPRESENTS A CLEAR AND PRESENT DANGER TO THE CONSTITUTIONAL REPUBLIC OF THE UNITED STATES OF AMERICA. Q",0.17606644,"..This is a terrible situation and Attorney General Jeff Sessions should stop this Rigged Witch Hunt right now, before it continues to stain our country any further. Bob Mueller is totally conflicted, and his 17 Angry Democrats that are doing his dirty work are a disgrace to USA!",0.7548758
"[Re_drop] What happens when 90% of the media is controlled/owned by (6) corporations? What happens when those same corporations are operated and controlled by a political ideology?  What happens when the news is no longer free from bias?  What happens when the news is no longer reliable and independent?  What happens when the news is no longer trustworthy? What happens when the news simply becomes an extension/arm of a political party? Fact becomes fiction? Fiction becomes fact? When does news become propaganda? Identity creation? How does the average person, who is under constant financial stress (by design), find time to research and discern fact v fiction?  Majority of people more prone to believe someone in power sitting behind a big brand ‘news’ name? Do people [human psyche] tend to follow the ‘majority/mainstream viewpoint’ in fear of being isolated and/or shunned? ‘Mainstream’ is used for a reason [dominate trend in opinion]. [If majority of people believe ‘x’ then ‘x’ must be validated / true] Why do ‘mainstream’ media heads, within different orgs, always use the same keywords and/or catch phrases?  Coordinated? By who? Outside entity providing instructions? Do they count on the fact that people [human psyche] are more prone to believe something if heard over-and-over again by different ‘trusted’ sources?  Do ‘echo chamber’ tactics provide validation / credibility to the topic/point being discussed?  Threat to intellectual freedom?  Would control over[of] these institutions/organizations allow for the mass control of a populations viewpoint re: a desired topic?  Read again – digest.  Would control over[of] these institutions/organizations allow for the mass control of a populations viewpoint re: a desired topic?  Logical thinking.  Why, after the election of 2016, did [D]’s and media corps jumpstart a [coordinated & planned] divisive blitz intended to create falsehoods re: illegitimacy of election, character assassination of POTUS through sexism, racism, every other ‘ism’?  Pre/post 2016 election? Why were violent [masked] terror orgs such as Antifa immediately created/funded? Why were these orgs tasked w/ immediate intimidation/shut down of any pro-POTUS rally[s] and/or events?  Why were marches immediately organized to counter and silence pro-POTUS rally[s] and/or events? Why were marches immediately organized which divided people into sex/gender, race, [ism]? When you control the levers of news dissemination, you control the narrative. Control of the narrative = power When you are blind, what do you see? They want you divided. Divided by religion. Divided by sex. Divided by political affiliation.  Divided by class. When you are divided, and angry, and controlled, you target those ‘different’ from you, not those responsible [controllers]. Divided you are weak. Divided you pose no threat to their control.  When ‘non-dogmatic’ information becomes FREE & TRANSPARENT it becomes a threat to those who attempt to control the narrative and/or stable [livestock kept – sheep]. When you are awake, you stand on the outside of the stable (‘group-think’ collective), and have ‘free thought’.  ""Free thought"" is a philosophical viewpoint which holds that positions regarding truth should be formed on the basis of logic, reason, and empiricism, rather than authority, tradition, revelation, or dogma.  THIS REPRESENTS A CLEAR AND PRESENT DANGER TO THE CONSTITUTIONAL REPUBLIC OF THE UNITED STATES OF AMERICA. Q",0.17606644,"Nervous Nancy Pelosi is doing everything possible to destroy the Republican Party. Our Polls show that it is going to be just the opposite. The Do Nothing Dems will lose many seats in 2020. They have a Death Wish, led by a corrupt politician, Adam Schiff!",0.54872906
People actually believe those responsible for the attempted coup [coup attempt] of a duly elected sitting US President will go unpunished?  End to our Constitutional Republic?  No equal justice under the law? No accountability?  Escape unscathed?  Buckle up! Q,0.17280975,I am all alone (poor me) in the White House waiting for the Democrats to come back and make a deal on desperately needed Border Security. At some point the Democrats not wanting to make a deal will cost our Country more money than the Border Wall we are all talking about. Crazy!,0.53490317
"https://www.youtube.com/watch?v=_MK0j765ko4  Finally, be strong in the Lord and in his mighty power. Put on the full armor of God, so that you can take your stand against the devil’s schemes. For our struggle is not against flesh and blood, but against the rulers, against the authorities, against the powers of this dark world and against the spiritual forces of evil in the heavenly realms. Therefore put on the full armor of God, so that when the day of evil comes, you may be able to stand your ground, and after you have done everything, to stand. Stand firm then, with the belt of truth buckled around your waist, with the breastplate of righteousness in place, and with your feet fitted with the readiness that comes from the gospel of peace. In addition to all this, take up the shield of faith, with which you can extinguish all the flaming arrows of the evil one. Take the helmet of salvation and the sword of the Spirit, which is the word of God. Prepare. For God & Country. For Humanity. We FIGHT! Q",0.17193088,This is not about the ridiculous Green New Deal. It is about putting our great workers and companies BACK TO WORK!,0.5876557
Why is China/Qatar donating vast sums of money to our education institutions?  https://finance.yahoo.com/news/harvard-leads-u-colleges-received-100000585.html  >>>>> https://www.justice.gov/opa/pr/harvard-university-professor-and-two-chinese-nationals-charged-three-separate-china-related  Is it really so hard to believe [F] actors are able to bribe those in key positions within the US to betray their Country? Q,0.17164266,"....I have seen some of the regulations being circulated, including those being contemplated by Congress, and they are ridiculous. I want to make it EASY to do business with the United States, not difficult. Everyone in my Administration is being so instructed, with no excuses...",0.5361717
https://twitter.com/MarshaBlackburn/status/1197875810256007170  Coordinated and planned? Spy_insert(s)? Puppets have masters. Senate was the target. Q,0.16981395,"Democrat “leadership,” despite their denials, are putting tremendous pressure on their members to vote yes on this ridiculous Impeachment. If they vote yes, it will be much easier for Republicans to win in 2020!",0.6095336
How many shootings [D][1-6]? [D6] http://www.nytimes.com/2019/12/06/us/nas-pensacola-shooting.html  [D5] http://www.usatoday.com/story/news/nation/2019/12/05/pearl-harbor-shooting-dead-sailor-navy-dod-defense/2617338001/  [D4] http://www.usatoday.com/story/news/nation/2019/12/04/jackson-state-university-shooting-lockdown-lifted-person-shot-nearby/2609270001/  [D3] http://www.nbcnews.com/news/us-news/oshkosh-wisconsin-school-shooting-leaves-student-officer-injured-n1094856  [D2] http://www.nytimes.com/2019/12/02/us/waukesha-south-high-school-shooting.html  [D1] http://www.nbcnews.com/news/us-news/10-people-shot-new-orleans-police-say-n1093721  Q,0.16648915,"Such Fake reporting by the @nytimes, @washingtonpost, @CNN &amp; others. They use a small portion of a sentence out of a full paragraph in order to demean. They really are corrupt and disgusting. No wonder the media is, according to polls, record setting low &amp; untrusted.  #MAGA",0.6364068
>>7942692 Having fun yet? Q,0.16544697,"A total disgrace that Turkey will not release a respected U.S. Pastor, Andrew Brunson, from prison. He has been held hostage far too long. @RT_Erdogan should do something to free this wonderful Christian husband &amp, father. He has done nothing wrong, and his family needs him!",0.51906836
>>7884016 Looking forward to that flood Sir!!,0.16473942,"Nadler just said that I “pressured Ukraine to interfere in our 2020 Election.” Ridiculous, and he knows that is not true. Both the President &amp, Foreign Minister of Ukraine said, many times, that there “WAS NO PRESSURE.” Nadler and the Dems know this, but refuse to acknowledge!",0.5154597
We stand UNITED! WWG1WGA!!! _NATSEC_p_upload_2.v1 Q,0.16415362,"....and have demanded transparency so that this Rigged and Disgusting Witch Hunt can come to a close. So many lives have been ruined over nothing - McCarthyism at its WORST! Yet Mueller &amp, his gang of Dems refuse to look at the real crimes on the other side - Media is even worse!",0.62903
https://twitter.com/pryerlee/status/1195369451887190017  Do you believe in coincidences? Mathematically impossible? Date ‘public’ became aware? Date ‘anons’ became aware? Reconcile. Do you think we are targeted and attacked by the largest media co's in the world because we're a LARP? Logical thinking. Q,0.164026,"This memo totally vindicates “Trump” in probe. But the Russian Witch Hunt goes on and on. Their was no Collusion and there was no Obstruction (the word now used because, after one year of looking endlessly and finding NOTHING, collusion is dead). This is an American disgrace!",0.5927959
>>7509863 What if other AG equivalent(s) in foreign countries are also currently investigating use of their intel apparatus for illegal purposes?  WAS THE CoC FOLLOWED? Huber. DOJ plane(s). CF. Q,0.15971883,"Every time you see a Caravan, or people illegally coming, or attempting to come, into our Country illegally, think of and blame the Democrats for not giving us the votes to change our pathetic Immigration Laws! Remember the Midterms! So unfair to those who come in legally.",0.6739097
https://twitter.com/BasedPoland/status/1220480211260710913  Remember when the FAKE NEWS MEDIA told you this was all in relation to a gas tax over a year ago? Sheep no more! The Great Awakening! Q,0.15961267,"“The Democrats are trashing this President, &amp, in the process, trashing the U.S. Constitution. Frankly, the American People need to wake up to the reality that the Democrats are so drunk on power that they’re willing to destroy this Constitutional Republic.” @GrahamLedger @OANN",0.51701003
If Russia didn't [hack] the DNC (insider breach)….. & US INTEL supported Russia [breach] claim…… What does that tell you? THE US GOV [UNDER POTUS] WENT THROUGH [STILL ONGOING] A MAJOR REMOVE/REPLACE OPERATION. TRAITORS EVERYWHERE. 'DRAIN THE SWAMP' HAS 'REAL' MEANING. [Mueller][impeachment] all meant to 'slowdelayprevent' the exposure [& prosecution] of their crimes. Will new articles of impeachment be 'continually' drafted in effort to hold as ammunition to prevent Senate hearings re: [D] party corruption? Moves & countermoves. The 'silent' war continues. Q,0.1553049,"Don Lemon, the dumbest man on television (with terrible ratings!). https://t.co/iQXCc7lvCt",0.9080706
People actually believe those responsible for the attempted coup [coup attempt] of a duly elected sitting US President will go unpunished?  End to our Constitutional Republic?  No equal justice under the law? No accountability?  Escape unscathed?  Enjoy the show! Q,0.15507708,"...But, just like the people of West Virginia will no longer look at weak &amp; pathetic Joe Manchin the same (I got the Pension Bill approved, Manchin couldn’t do it), the wonderful people of Utah will never look at “grandstander” Mitt Romney with anything but contempt &amp; disgust!",0.6364068
"What happens when 90% of the media is controlled/owned by (6) corporations? What happens when those same corporations are operated and controlled by a political ideology?  What happens when the news is no longer free from bias?  What happens when the news is no longer reliable and independent?  What happens when the news is no longer trustworthy? What happens when the news simply becomes an extension/arm of a political party? Fact becomes fiction? Fiction becomes fact? When does news become propaganda? Identity creation? How does the average person, who is under constant financial stress (by design), find time to research and discern fact v fiction?  Majority of people more prone to believe someone in power sitting behind a big brand ‘news’ name? Do people [human psyche] tend to follow the ‘majority/mainstream viewpoint’ in fear of being isolated and/or shunned? ‘Mainstream’ is used for a reason [dominate trend in opinion]. [If majority of people believe ‘x’ then ‘x’ must be validated / true] Why do ‘mainstream’ media heads, within different orgs, always use the same keywords and/or catch phrases?  Coordinated? By who? Outside entity providing instructions? Do they count on the fact that people [human psyche] are more prone to believe something if heard over-and-over again by different ‘trusted’ sources?  Do ‘echo chamber’ tactics provide validation / credibility to the topic/point being discussed?  Threat to intellectual freedom?  Would control over[of] these institutions/organizations allow for the mass control of a populations viewpoint re: a desired topic?  Read again – digest.  Would control over[of] these institutions/organizations allow for the mass control of a populations viewpoint re: a desired topic?  Logical thinking.  Why, after the election of 2016, did [D]’s and media corps jumpstart a [coordinated & planned] divisive blitz intended to create falsehoods re: illegitimacy of election, character assassination of POTUS through sexism, racism, every other ‘ism’?  Pre/post 2016 election? Why were violent [masked] terror orgs such as Antifa immediately created/funded? Why were these orgs tasked w/ immediate intimidation/shut down of any pro-POTUS rally[s] and/or events?  Why were marches immediately organized to counter and silence pro-POTUS rally[s] and/or events? Why were marches immediately organized which divided people into sex/gender, race, [ism]? When you control the levers of news dissemination, you control the narrative. Control of the narrative = power When you are blind, what do you see? They want you divided. Divided by religion. Divided by sex. Divided by political affiliation.  Divided by class. When you are divided, and angry, and controlled, you target those ‘different’ from you, not those responsible [controllers]. Divided you are weak. Divided you pose no threat to their control.  When ‘non-dogmatic’ information becomes FREE & TRANSPARENT it becomes a threat to those who attempt to control the narrative and/or stable [livestock kept – sheep]. When you are awake, you stand on the outside of the stable (‘group-think’ collective), and have ‘free thought’.  ""Free thought"" is a philosophical viewpoint which holds that positions regarding truth should be formed on the basis of logic, reason, and empiricism, rather than authority, tradition, revelation, or dogma.  Q",0.15470074,"When I terminated John Kelly, which I couldn’t do fast enough, he knew full well that he was way over his head. Being Chief of Staff just wasn’t for him. He came in with a bang, went out with a whimper, but like so many X’s, he misses the action &amp; just can’t keep his mouth shut,.",0.6046744
"""I prefer dangerous freedom over peaceful slavery."" -Thomas Jefferson ""What we seek is the reign of law, based upon the consent of the governed and sustained by the organized opinion of mankind."" -Woodrow Wilson ""Educate and inform the whole mass of people. They are the only sure reliance for the preservation of our liberty."" -Thomas Jefferson Q",0.15459743,"This will be a big week for Infrastructure. After so stupidly spending $7 trillion in the Middle East, it is now time to start investing in OUR Country!",0.5876557
"Knowledge is power. Think for yourself. Trust yourself. Do due diligence. You awake, and thinking for yourself, is their greatest fear. Sheep no more. THE GREAT AWAKENING. Q",0.15434206,“She should never have been on that jury. Everything about this stinks.” @JudgeJeanine @seanhannity @FoxNews,0.65054435
>>7515215 God Bless you POTUS and Q! You saved our nation and our children's future.,0.15351643,"“Russians had no compromising information on Donald Trump” @FoxNews  Of course not, because there is none, and never was. This whole Witch Hunt is an illegal disgrace...and Obama did nothing about Russia!",0.69542736
"[Jun 12 2018] ""Would you believe Hussein tried to call Kim prior to the Summit? He did not have his updated phone number."" - Q https://www.dailymail.co.uk/news/article-7597821/Trump-claims-Obama-tried-call-Kim-Jong-11-times-no-respect-dictator-wouldnt-answer.html  Previous # tracked [SURV] by a select dedicated team? # breakdown pre/post POTUS elect? Do you believe in coincidences? Relevant to future upcoming events. Q",0.15286203,"Did you ever see an investigation more in search of a crime? At the same time Mueller and the Angry Democrats aren’t even looking at the atrocious, and perhaps subversive, crimes that were committed by Crooked Hillary Clinton and the Democrats. A total disgrace!",0.5876557
Where is George Soros? Ukraine? Who else recently traveled to Ukraine? PANIC is real. ALL HANDS ON DECK. http://www.merriam-webster.com/dictionary/evil  Q,0.15144852,"My proposal to the politically correct Automobile Companies would lower the average price of a car to consumers by more than $3500, while at the same time making the cars substantially safer. Engines would run smoother. Positive impact on the environment! Foolish executives!",0.6399632
https://twitter.com/kylegriffin1/status/1226908710150299649  Did 'Mueller' open the door to Ukraine? Did 'Mueller' open the door to FISA [illegal]? How do you introduce evidence legally? Did 'Impeachment' provide a platform to discuss findings of Ukraine? How do you introduce evidence legally? Did 'Impeachment' harm or help POTUS [public]? How do you introduce [D]s high crimes [corruption] to the public? Why didn't POTUS remove [Hussein] holdovers from NSC? Do you really believe that POTUS & team trusted [Hussein] holdovers to remain within the admin and work to enact POTUS' agenda w/o bias or confrontation?  How do you 'awaken' the 'induced coma' public [FAKE NEWS control] from their long sleep? Sometimes allowing your enemies to [openly] attack……. Logical thinking.  Q,0.1508433,"Tom Steyer who, other than Mini Mike Bloomberg, spent more dollars for NOTHING than any candidate in history, quit the race today proclaiming how thrilled he was to be a part of the the Democrat Clown Show. Go away Tom and save whatever little money you have left!",0.5429543
https://twitter.com/cain_nate/status/1231066589996318720  Listen carefully.  Think: re: why [no] arrests (justice) yet? What if (almost) every critical position [sr] within the US GOV apparatus was infiltrated? WHAT MUST BE DONE FIRST?  THE SWAMP RUNS DEEP. +Sleepers Backgrounds are important. Muslim Brotherhood List of 'in the news now [names]' w/ known ties to Islam?  THIS IS NOT ANOTHER 4-YEAR ELECTION. [assumptions correct - package well rec [known]] Q,0.15046288,"A massive 200 Billion Dollar Sea Wall, built around New York to protect it from rare storms, is a costly, foolish &amp; environmentally unfriendly idea that, when needed, probably won’t work anyway. It will also look terrible. Sorry, you’ll just have to get your mops &amp; buckets ready!",0.5585066
We stand UNITED. WWG1WGA!!! _NATSEC_p_upload_1.v1 Q,0.14982735,"Mexico is doing very little, if not NOTHING, at stopping people from flowing into Mexico through their Southern Border, and then into the U.S. They laugh at our dumb immigration laws. They must stop the big drug and people flows, or I will stop their cash cow, NAFTA. NEED WALL!",0.6288716
>>8358831 GOD WINS,0.14917324,"Jeff Flake(y) doesn’t want to protect the Non-Senate confirmed Special Counsel, he wants to protect his future after being unelectable in Arizona for the “crime” of doing a terrible job! A weak and ineffective guy!",0.5629257
">>7515309 We are all equal in this fight. No one person is above another. ""Put on the full armor of God, so that you can take your stand against the devil’s schemes."" God bless you. United We Stand. Q",0.14861533,I never asked Comey for Personal Loyalty. I hardly even knew this guy. Just another of his many lies. His “memos” are self serving and FAKE!,0.6942024
https://www.foxnews.com/politics/fisa-court-slams-fbi-over-surveillance-applications-in-rare-public-order  Discovery. Q,0.14694332,"Border Patrol Agents are not allowed to properly do their job at the Border because of ridiculous liberal (Democrat) laws like Catch &amp, Release. Getting more dangerous. “Caravans” coming. Republicans must go to Nuclear Option to pass tough laws NOW. NO MORE DACA DEAL!",0.7449516
https://twitter.com/MichaelCoudrey/status/1210328992684707840  US Taxpayer > FED Gov't FED Gov't [HUSSEIN] > Pearson Publishing Pearson Publishing > [HUSSEIN] BIDEN? Follow the money. Corruption. Q,0.14678231,".....Will the FBI ever recover it’s once stellar reputation, so badly damaged by Comey, McCabe, Peter S and his lover, the lovely Lisa Page, and other top officials now dismissed or fired? So many of the great men and women of the FBI have been hurt by these clowns and losers!",0.80780447
When did the public first learn re: FISA warrants re: +3 [non Page]? If FISA warrants deemed to be illegal [ALL SURV LEAPFROG HOPS] what happens to MUELLER's case(s)? How do you invalidate a claim? Conspiracy to commit…. Rubber bullets sting but do not last. Q,0.14604345,"..It has been a scam right from the beginning with the illegally started Mueller Report, FISA, the leaking, lying &amp; more. Schiff should not have access to Intelligence, he is a corrupt pol. “Amazing that they went to Bernie Sanders, but not to President Trump.” @marthamaccallum",0.5154597
"A person(s) value: 1. vote 2. monetary value (tax contribution) 3.  Why is 'free thought' ridiculed, challenged, and threatened when a person is opposed to the 'mainstream-narrative'? [2] remains fixed (degree allowable by 'economic recession/expansion') [1] remains a variable [1] dependent on a 'controlled' system of information dissemination  What happens when 90% of the media is controlled/owned by (6) corporations? What happens when those same corporations are operated and controlled by a political ideology?  What happens when the news is no longer free from bias?  What happens when the news is no longer reliable and independent?  What happens when the news is no longer trustworthy? What happens when the news simply becomes an extension/arm of a political party? Fact becomes fiction? Fiction becomes fact? When does news become propaganda? Identity creation? How does the average person, who is under constant financial stress (by design), find time to research and discern fact v fiction?  Majority of people more prone to believe someone in power sitting behind a big brand ‘news’ name? Do people [human psyche] tend to follow the ‘majority/mainstream viewpoint’ in fear of being isolated and/or shunned? ‘Mainstream’ is used for a reason [dominate trend in opinion]. [If majority of people believe ‘x’ then ‘x’ must be validated / true] Why do ‘mainstream’ media heads, within different orgs, always use the same keywords and/or catch phrases?  Coordinated? By who? Outside entity providing instructions? Do they count on the fact that people [human psyche] are more prone to believe something if heard over-and-over again by different ‘trusted’ sources?  Do ‘echo chamber’ tactics provide validation / credibility to the topic/point being discussed?  Threat to intellectual freedom?  Would control over[of] these institutions/organizations allow for the mass control of a populations viewpoint re: a desired topic?  Read again – digest.  Would control over[of] these institutions/organizations allow for the mass control of a populations viewpoint re: a desired topic?  Logical thinking.  Why, after the election of 2016, did [D]’s and media corps jumpstart a [coordinated & planned] divisive blitz intended to create falsehoods re: illegitimacy of election, character assassination of POTUS through sexism, racism, every other ‘ism’?  Pre/post 2016 election? Why were violent [masked] terror orgs such as Antifa immediately created/funded? Why were these orgs tasked w/ immediate intimidation/shut down of any pro-POTUS rally[s] and/or events?  Why were marches immediately organized to counter and silence pro-POTUS rally[s] and/or events? Why were marches immediately organized which divided people into sex/gender, race, [ism]? When you control the levers of news dissemination, you control the narrative. Control of the narrative = power When you are blind, what do you see? They want you divided. Divided by religion. Divided by sex. Divided by political affiliation.  Divided by class. When you are divided, and angry, and controlled, you target those ‘different’ from you, not those responsible [controllers]. Divided you are weak. Divided you pose no threat to their control.  When ‘non-dogmatic’ information becomes FREE & TRANSPARENT it becomes a threat to those who attempt to control the narrative and/or stable [livestock kept – sheep]. When you are awake, you stand on the outside of the stable (‘group-think’ collective), and have ‘free thought’.  ""Free thought"" is a philosophical viewpoint which holds that positions regarding truth should be formed on the basis of logic, reason, and empiricism, rather than authority, tradition, revelation, or dogma.  THIS REPRESENTS A CLEAR AND PRESENT DANGER TO THE CONSTITUTIONAL REPUBLIC OF THE UNITED STATES OF AMERICA. Q",0.14575312,"Our great Judge Jeanine Pirro is out with a new book, “Liars, Leakers and Liberals, the Case Against the Anti-Trump Conspiracy,” which is fantastic. Go get it!",0.57014364
"AUS, IT, UK co-op DOJ (Barr, Durham, CLAS 1-4) HUMINT, SIGINT, etc. Non_FVEY official chan [US senior person(s) req given sensitive nature of 'target' re: presidential nominee(s) - POTUS + Cruz [CLAS 1-4]] Who gave the order(s)? Who signed? Papered per normal NATSEC? Comms to/from F + Domestic? F2F 1-4 US person(s) initiate scope memo. US AMB 1 & 2 NSA unmask req.  NSA > US AMB 1 & 2 > AUS, IT, UK [special order per DIR [CLAS 1-9] AUTH unmask per US AMB] [EACH UNMASKING REQUIRES APPROVAL / SIGN ['KEY']] C_A domestic assist w/ rogue FBI to avoid US law [non_op domestic]? C_A HUMINT domestic placement > T campaign [1-3 jumps primary target], T WH spy_insertion NATSEC C, personal advisor(s), cabinet? C_A organized under DNI?  2010 - 2017 [Clapper] [bulk] 2017 - 2019 [Coats] [sleeper/prevent [black op] release of incriminating docs] Q",0.14361691,"Because the “Ratings” of my News Conferences etc. are so high, “Bachelor finale, Monday Night Football type numbers” according to the @nytimes, the Lamestream Media is going CRAZY. “Trump is reaching too many people, we must stop him.” said one lunatic. See you at 5:00 P.M.!",0.5876557
>>7637926 Something BIG is coming. Q,0.1430133,"“John Brennan, no single figure in American history has done more to discredit the intelligence community than this liar. Not only is he a liar, he’s a liar about being a liar.”  Dan Bongino on @foxandfriends",0.8103229
">>7884113 ""What storm, Mr. President?"" ""You'll see!"" - POTUS Q",0.14245729,"NEW YORK POST EDITORIAL. “Worse Than Pointless. All those hours of televised testimony plainly failed on their announced goal: to change American’s minds. Part of the problem is that Democrats already leaked the best evidence they had. More important, NOT ONE WITNESS OFFERED.....",0.5154597
>>7600081 Let Mr. Nunes know he is very welcome. It gets very wild in here at times but the real Qresearch gets done despite all the BS going on around us.,0.14049783,"So funny to watch Steve Kerr grovel and pander when asked a simple question about China. He chocked, and looks weak and pathetic. Don’t want him at the White House!",0.8060606
>>7557331 Backchannels are important.  Know your history and you will know why.  Q  Makes me think of this.  Sum of all fears.  There are more good people in the world than there are bad.,0.13833961,"Illegal immigration is a top National Security problem. After decades of playing games, with the whole World laughing at the stupidity of our immigration laws, and with Democrats thinking...",0.77860445
The Harvest [crop] has been prepared and soon will be delivered to the public for consumption. A Higher Loyalty [Y]. Hunters become the Hunted. Treason. Sedition. How do you remove a liability?  Six o' clock can be dangerous. Family proud? Q,0.13656373,"There is a Revolution going on in California. Soooo many Sanctuary areas want OUT of this ridiculous, crime infested &amp, breeding concept. Jerry Brown is trying to back out of the National Guard at the Border, but the people of the State are not happy. Want Security &amp, Safety NOW!",0.5955627
http://twitter.com/Brotello/status/1206286429581725696  Think for yourself. Sheep no more. Q,0.1324747,The Ukraine investigation is just as Corrupt and Fake as all of the other garbage that went on before it. Even Shifty Schiff got caught cheating when he made up what I said on the call!,0.69542736
"https://twitter.com/Inevitable_ET/status/1232333000853147648  Finally, be strong in the Lord and in his mighty power. Put on the full armor of God, so that you can take your stand against the devil’s schemes. For our struggle is not against flesh and blood, but against the rulers, against the authorities, against the powers of this dark world and against the spiritual forces of evil in the heavenly realms. Therefore put on the full armor of God, so that when the day of evil comes, you may be able to stand your ground, and after you have done everything, to stand. Stand firm then, with the belt of truth buckled around your waist, with the breastplate of righteousness in place, and with your feet fitted with the readiness that comes from the gospel of peace. In addition to all this, take up the shield of faith, with which you can extinguish all the flaming arrows of the evil one. Take the helmet of salvation and the sword of the Spirit, which is the word of God. And pray in the Spirit on all occasions with all kinds of prayers and requests. With this in mind, be alert and always keep on praying for all the Lord’s people. Q",0.13092701,The White House is a “smooth running machine.” We are making some of the biggest and most important deals in our country’s history - with many more to come! The Dems are going crazy!,0.56158066
"https://twitter.com/conservativma/status/1168180896102588421  Many who 'represent' us, do not love us. Q",0.12992775,"....The Wall will be paid for, directly or indirectly, or through longer term reimbursement, by Mexico, which has a ridiculous $71 billion dollar trade surplus with the U.S. The $20 billion dollar Wall is “peanuts” compared to what Mexico makes from the U.S. NAFTA is a bad joke!",0.5964343
They are not attempting to remove POTUS from office. [2/3rd Senate will not vote to convict [no law(s) broken]] They are attempting to protect themselves from prosecution and prevent the public from discovering the truth.  Q,0.12827529,"Universities will someday study what highly conflicted (and NOT Senate approved) Bob Mueller and his gang of Democrat thugs have done to destroy people. Why is he protecting Crooked Hillary, Comey, McCabe, Lisa Page &amp, her lover, Peter S, and all of his friends on the other side?",0.5154597
[D]'s (internal) infiltration issue(s) w/ protecting NAT SEC? Deliberate? Do you believe in coincidences? >DF Chinese spy_insert 20+ years https://www.usatoday.com/story/news/politics/onpolitics/2018/08/04/trump-russia-investigation-dianne-feinstein-chinese-spy/908865002/  >Awan IT scandal https://www.foxnews.com/opinion/democrats-it-scandal-set-to-explode-with-possible-plea-deal  >Omar paid [F] agent https://www.thegatewaypundit.com/2019/11/ilhan-omar-accused-of-being-a-paid-agent-of-qatar-and-accessing-sensitive-info-for-iran-court-testimony/  >Clinton server > China relay https://gohmert.house.gov/news/documentsingle.aspx?DocumentID=398652  >[VJ] direct relay > Iran pre/post Iran deal [future marker] >[Kerry] direct relay > Iran pre/post Iran deal [future marker] IF KNOWN - WHY IS IT ALLOWED TO HAPPEN? IF KNOWN - WILL THERE BE JUSTICE? It's only a matter of time. Q,0.12748083,"....almost 3 years, but it is time for us to get out of these ridiculous Endless Wars, many of them tribal, and bring our soldiers home. WE WILL FIGHT WHERE IT IS TO OUR BENEFIT, AND ONLY FIGHT TO WIN. Turkey, Europe, Syria, Iran, Iraq, Russia and the Kurds will now have to.....",0.6330275
