,date,text,isRetweet,isDeleted,favorites,retweets,Toxicity_score
2848,8/18/2020 12:42,"John Kasich did a bad job in Ohio, ran for President and was easy to beat, and now went to the other side desperate for relevance. Good Job by Chris C in exposing yet another loser! https://t.co/WZw2U7lcrf",f,f,63076,16692,0.76882386
2849,8/18/2020 12:30,"Many thousands of people work for our government. With that said, a former DISGRUNTLED EMPLOYEE named Miles Taylor, who I do not know (never heard of him), said he left &amp; is on the open arms Fake News circuit. Said to be a real “stiff”. They will take anyone against us!",f,f,75711,16951,0.24626973
2850,8/18/2020 11:16,"The ObamaBiden Administration was the most corrupt in history, including the fact that they got caught SPYING ON MY CAMPAIGN, the biggest political scandal in the history of our Country. It’s called Treason, and more. Thanks for your very kind words Michelle!",f,f,155712,42547,0.49251947
2851,8/18/2020 11:10,"Looking back into history, the response by the ObamaBiden team to the H1N1 Swine Flu was considered a weak and pathetic one. Check out the polling, it’s really bad. The big difference is that they got a free pass from the Corrupt Fake News Media!",f,f,140176,33579,0.794439
2852,8/18/2020 11:00,"....My Administration and I built the greatest economy in history, of any country, turned it off, saved millions of lives, and now am building an even greater economy than it was before. Jobs are flowing, NASDAQ is already at a record high, the rest to follow. Sit back &amp; watch!",f,f,102391,22644,0.09585986
2853,8/18/2020 11:00,"Somebody please explain to @MichelleObama that Donald J. Trump would not be here, in the beautiful White House, if it weren’t for the job done by your husband, Barack Obama. Biden was merely an afterthought, a good reason for that very late &amp;  unenthusiastic endorsement.....",f,f,159403,38521,0.25515857
2854,8/18/2020 3:54,Thank you. Will never let you down! https://t.co/9iB33QFliK,f,f,88744,20782,0.05220548
2855,8/18/2020 3:26,"Now AP estimates that the real Cuomo number of people killed because of his total incompetence is 11,000, not the 6000 that was originally thought!",f,f,118622,36691,0.4420482
2856,8/18/2020 3:07,"Cuomo, just like his brother Fredo, has not got a very good memory! https://t.co/H8J0RjNlvb",f,f,56291,18002,0.09956451
2857,8/18/2020 2:30,A proposal by Pentagon officials to slash Military Healthcare by $2.2 billion dollars has been firmly and totally rejected by me. We will do nothing to hurt our great Military professionals &amp; heroes as long as I am your President. Thank you!,f,f,173019,42260,0.05863548
2858,8/17/2020 23:45,She was fired because she was boring and never had what it took. Perhaps that has proven to be a mistake! https://t.co/48ieqGcHt2,f,f,33730,7683,0.15005173
2859,8/17/2020 23:37,Why would @FoxNews put on phony Congresswoman @RepDebDingell. A total waste of airtime!,f,f,79479,15214,0.46678066
2860,8/17/2020 20:50,NEW RECORD FOR NASDAQ!,f,f,139767,23504,0.18056118
2861,8/17/2020 20:18,SAVE THE POST OFFICE!,f,f,237412,34367,0.056770977
2862,8/17/2020 20:15,"Why is Congress scheduled to meet (on Post Office) next Monday, during the Republican Convention, rather than now, while the Dems are having their Convention. They are always playing games. GET TOUGH REPUBLICANS!!!",f,f,106697,29730,0.09015593
2863,8/17/2020 20:07,Great division between the Bernie Sanders crowd and the other Radical Lefties. Our Country would be destroyed!,f,f,76894,16232,0.39384493
2864,8/17/2020 18:37,"Just landed in Mankato, Minnesota!",f,f,135653,16062,0.07579423
2865,8/17/2020 18:33,"Just approved (and fast) the FULL Emergency Declaration for the Great State of Iowa. They got hit hard by record setting winds. Thank you to @SenJoniErnst, @ChuckGrassley, and Governor Kim Reynolds.",f,f,58041,12189,0.08320314
2866,8/17/2020 17:09,What’s with @CNN POLLS increasing me by 10 points in a short period of time. Maybe they want to take over from @FoxNews!,f,f,89128,17355,0.09843003
2867,8/17/2020 17:09,Getting ready to land in Minneapolis. Our great National Guard saved the city from further destruction. Should have been called up sooner by local government!,f,f,77942,14944,0.18956868
2868,8/17/2020 16:28,"The U.S. Post Office (System) has been failing for many decades. We simply want to MAKE THE POST OFFICE GREAT AGAIN, while at the same time saving billions of dollars a year for American Taxpayers. Dems don’t have a clue! @USPostOffice911",f,f,88284,22270,0.15068232
2869,8/17/2020 15:40,"Some states use “drop boxes” for the collection of Universal Mail-In Ballots. So who is going to “collect” the Ballots, and what might be done to them prior to tabulation? A Rigged Election? So bad for our Country. Only Absentee Ballots acceptable!",f,f,124898,32513,0.14311169
2870,8/17/2020 11:25,Will be interviewed on @foxandfriends this morning at 8:00 A.M. Enjoy!,f,f,96119,13355,0.09332769
2871,8/17/2020 1:14,Great going Jim. Proud of you! https://t.co/jaJBVm1TlR,f,f,45289,7526,0.077445455
2872,8/17/2020 1:06,"Law and Order. If @NYCMayor can’t do it, we will! https://t.co/N88GX9Rkc9",f,f,106659,28059,0.07551574
2873,8/16/2020 18:38,Thank you Franklin! https://t.co/ZwpwcS2k2B,f,f,76912,12967,0.04044961
2874,8/16/2020 18:37,Thank you James! https://t.co/cKiKlAXHqI,f,f,104805,15667,0.101038136
2875,8/16/2020 18:31,"“If carefully done, according to the guidelines, there is no reason why you shouldn’t be able to do that (vote at polling place).” Doctor Anthony Fauci",f,f,207200,50214,0.11548991
2876,8/16/2020 17:31,.@FoxNews is not watchable during weekend afternoons. It is worse than Fake News @CNN. I strongly suggest turning your dial to @OANN. They do a really “Fair &amp; Balanced” job!,f,f,154038,38457,0.21965197
2877,8/15/2020 20:25,Voter Scam! https://t.co/BY6SEJfUZh,f,f,45662,16268,0.120416544
2878,8/15/2020 20:24,"The honorable thing to do is drop the Mail-In Scam before it is too late! Absentee Ballots, like they have in Florida, are good! https://t.co/uuVyliWEwS",f,f,47257,15188,0.07736939
2879,8/15/2020 20:21,News Conference at 5:30 P.M. Enjoy!,f,f,110087,15676,0.051031064
2880,8/15/2020 20:12,"If Obama did this, they would speak of nothing else. Biden could NEVER do it! https://t.co/1djK42xawI",f,f,95243,25302,0.088061936
2881,8/15/2020 20:09,Thank you! https://t.co/MmjxbNStq1,f,f,38651,8457,0.04050092
2882,8/15/2020 20:09,Would be terrible for our Country! https://t.co/aVifiIjXXe,f,f,25438,6966,0.16598906
2883,8/15/2020 20:06,More Fake News! https://t.co/8P2Kax00s7,f,f,28807,7169,0.14880931
2884,8/15/2020 20:05,Fake News! https://t.co/OedkKwkcd0,f,f,34438,8744,0.1930637
2885,8/15/2020 17:27,https://t.co/DuBjypMQJ2,f,f,72980,22140,0.08001761
2886,8/15/2020 15:35,"Great work by the Governors of AZ, IA, LA, and NM (@DougDucey @IAGovernor @LouisianaGov &amp; @GovMLG) who responded to my Executive Action and promptly submitted applications, that we APPROVED QUICKLY, to support Americans out of work because of the ChinaVirus. More states to come!",f,f,76340,18045,0.07997496
2887,8/15/2020 12:32,"So true, but we won’t let that happen! https://t.co/0SzrbxyZrC",f,f,87303,25124,0.022439847
2888,8/15/2020 11:46,Wow! https://t.co/w81tt85i5Z,f,f,42142,15985,0.050531432
2889,8/15/2020 11:46,The Democrats know the 2020 Election will be a fraudulent mess. Will maybe never know who won! https://t.co/tEWKJ5NcUj,f,f,58892,18118,0.31089434
2890,8/15/2020 11:40,So terrible! https://t.co/dROsgW9bbl,f,f,44788,12518,0.15674534
2891,8/15/2020 11:35,"Very strange. Sleepy Joe never takes questions. Also, his reporters have zero drive. Why can’t my reporters behave like that? Something is going on! https://t.co/SQAq0KVUqw",f,f,150939,44304,0.0828159
2892,8/15/2020 11:24,Thank you to the great Pat Lynch &amp; the @NYCPBA. I will never let you down! https://t.co/XUKy2bQ70a,f,f,41963,10973,0.09500549
2893,8/15/2020 4:14,"We will bring safety to our cities. We will bring hope to our most distressed communities — and in everything we do, we will stand in solidarity with the men and women of LAW ENFORCEMENT! Thank you to the @NYCPBA for your endorsement. God Bless the #NYPD, and God Bless America! https://t.co/u86rfizIom",f,f,67979,17400,0.13203748
2894,8/15/2020 3:59,"Today, it was my great honor to proudly accept the endorsement of the @NYCPBA! I have deeply and profoundly admired the brave men and women of the #NYPD for my entire life. New York’s Finest are truly the best of the best — I will NEVER let you down! #MAGA https://t.co/o1l5kAx34v",f,f,86425,22183,0.08264816
2895,8/14/2020 23:43,"...Steve Bullock is totally against your Second Amendment and just received an F rating from the @NRA. Steve, on the other hand, just received an A+ rating. Vote for Steve Daines. He has always had my Complete and Total Endorsement! #MTSEN https://t.co/Hi75F35DY6",f,f,27054,7194,0.084993966
2896,8/14/2020 23:43,"Senator @SteveDaines is doing a tremendous job for the people of Montana! He just helped me pass the Great American Outdoors Act, which protects the Montana way of life. His opponent, Steve Bullock, would be an absolute horror for Montana...",f,f,54284,12852,0.19513638
2897,8/14/2020 23:41,"Senator @CoryGardner is doing a terrific job - we just passed his landmark legislation, the Great American Outdoors Act. Strong on our Military, Vets and the Second Amendment, Cory has always had my Complete and Total Endorsement! https://t.co/umtvqqkMFq",f,f,33066,8410,0.16931543
2898,8/14/2020 22:29,"The biggest difference between the Presidential Race in 2020 and that of 2016 is the 2016 candidate, Crooked Hillary Clinton, was much smarter and sharper than Slow  Joe, we have even more ENTHUSIASM now, and @FoxNews has become politically correct and no longer the big deal!",f,f,115189,26444,0.2425639
2899,8/14/2020 22:15,"I promised YOU I would not take a dime of salary as your President. I donate the entire $400,000! It is my honor to give $100,000 to @NatlParkService to help repair and restore our GREAT National Monuments. So important to our American History! Thank You!! https://t.co/4ETkUZ9yUf",f,f,262238,63002,0.10074408
2900,8/14/2020 21:41,"Going up the East River Drive, and fast. THANK YOU NYPD! On November 3rd we’re bringing you back! #LESM #MAGA https://t.co/dDHbO1f3yI",f,f,71983,18702,0.45212376
2901,8/14/2020 20:05,"Just landed in New York to see my brother, Robert. We’re going for New York on November 3rd. We’re going to Reduce Taxes, Increase Law Enforcement, and bring it back BIG TIME! #MAGA https://t.co/VIxo7yWyQs",f,f,84280,21946,0.10529471
2902,8/14/2020 19:02,I am ready to send Rental Assistance payments to hardworking Americans that have been hurt by the ChinaVirus. DEMOCRATS ARE HOLDING THIS UP!,f,f,139790,33886,0.31089434
2903,8/14/2020 18:55,I am ready to send $105B to the states to help open schools safely with additional PPE. DEMOCRATS ARE HOLDING THIS UP!,f,f,127008,30712,0.09091603
2904,8/14/2020 18:49,Great News! https://t.co/eMTwXslvQX,f,f,35321,9266,0.045417216
2905,8/14/2020 16:51,https://t.co/FL978fEzzq,f,f,52601,22446,0.1690511
2906,8/14/2020 16:26,"I am ready to send more money to States and Local governments to save jobs for Police, Fire Fighters, First Responders, and Teachers. DEMOCRATS ARE HOLDING THIS UP!",f,f,128481,31734,0.24229208
2907,8/14/2020 16:25,I am ready to have @USTreasury and @SBA send additional PPP payments to small businesses that have been hurt by the ChinaVirus. DEMOCRATS ARE HOLDING THIS UP!,f,f,60704,17530,0.18352906
2908,8/14/2020 16:23,"I have directed @stevenmnuchin1 to get ready to send direct payments ($3,400 for family of four) to all Americans. DEMOCRATS ARE HOLDING THIS UP!",f,f,126617,35944,0.1489969
2909,8/14/2020 16:20,...Congress should send me H.R.473 ASAP and make this happen! It will INSPIRE all women to continue being bold and brave in achieving their DREAMS!,f,f,56756,11009,0.5221383
2910,8/14/2020 16:20,"I have done more for WOMEN than just about any President in HISTORY! As we celebrate the 100th Anniversary of women’s voting rights, we should build a BEAUTIFUL STATUE in Washington D.C. to honor the many brave women who made this possible for our GREAT COUNTRY...",f,f,167423,34268,0.318991
2911,8/14/2020 16:17,"...The Bob Woodward book will be a FAKE, as always, just as many of the others have been. But, believe it or not, lately I’ve been getting lots of GREAT books!",f,f,32227,6976,0.1843938
2912,8/14/2020 16:17,"Everybody does phony books on Donald Trump and Republicans, just like the Fake Dossier, which turned out to be a total fraud perpetrated by Crooked Hillary Clinton and the DNC...",f,f,56977,14049,0.53490317
2913,8/14/2020 13:52,Vote for TRUMP on November 3rd. I am going to bring our beloved New York back! https://t.co/Xi7yQ45jvy,f,f,133231,35511,0.05979274
2914,8/14/2020 13:45,Fake News will never change! https://t.co/AMX2jzMoXJ,f,f,38276,11082,0.08109661
2915,8/14/2020 13:29,"Today, we honor the brave Native American/First Nations soldiers who served our Nation and played a vital role in America's victory in WWII. The Navajo Code was never broken and saved untold American lives. Our country will be forever grateful. Happy Navajo Code Talkers Day!",f,f,125912,29043,0.07092041
2916,8/14/2020 11:45,Thank you Debbie! https://t.co/Mjvp1zQATH,f,f,46131,7949,0.029550128
2917,8/14/2020 11:41,Thank you! https://t.co/62wJYhQtSL,f,f,36017,7614,0.047973454
2918,8/14/2020 11:33,"It was showing signs of future problems, but was so good when I left 4 years ago! https://t.co/uF9T3ztMDd",f,f,38723,9923,0.08920201
2919,8/14/2020 11:31,"Thank you James. Sadly, you are 100% correct!!! https://t.co/tk9k4SJxTa",f,f,259883,71648,0.028359273
2920,8/13/2020 23:26,".@DonYoungAK really produces for Alaska. He is an incredible Congressman who loves his State and works tirelessly for it. Strong on Public Lands, Energy, and our Second Amendment. He will never let you down, and has my Complete and Total Endorsement! https://t.co/cUR3zuUfs6",f,f,31257,8388,0.092797436
2921,8/13/2020 23:23,"...She will be a great Senator, and has my Complete and Total Endorsement! https://t.co/7yHPhxqQVS",f,f,26742,5865,0.14534673
2922,8/13/2020 23:23,".@CynthiaMLummis is a friend of mine and a great woman. She is running for Senate in the very Special State of Wyoming. Cynthia is Strongly for our Military, our Vets, and protection of the Second Amendment...",f,f,60409,14730,0.050582446
2923,8/13/2020 18:59,https://t.co/ymvtIzQqoR,f,f,26746,6859,0.09103153
2924,8/13/2020 18:59,https://t.co/BY6PrMRmqJ,f,f,29401,7434,0.05296815
2925,8/13/2020 18:59,https://t.co/mx45DgJgG4,f,f,31005,7956,0.06550962
2926,8/13/2020 18:59,https://t.co/7i9aIfFIJp,f,f,20860,6043,0.056757838
2927,8/13/2020 18:59,https://t.co/YuZ88w0gIF,f,f,22751,6713,0.12348756
2928,8/13/2020 18:59,https://t.co/eDLyAEyeW6,f,f,59389,15529,0.05167756
2929,8/13/2020 18:22,https://t.co/GjE7vZd3SA https://t.co/1Bcbpr1D9d,f,f,56927,17079,0.039921727
2930,8/13/2020 15:50,The world will be laughing and taking full advantage of the United States if Joe Biden ever became President. Our Country would COLLAPSE! https://t.co/lxcyxYL9YC,f,f,96097,30860,0.1490233
2931,8/13/2020 15:47,"Great National Champions, thank you Coach O! https://t.co/XD2t79CUyq",f,f,54240,11155,0.06006358
2932,8/13/2020 14:50,"HUGE breakthrough today! Historic Peace Agreement between our two GREAT friends, Israel and the United Arab Emirates!",f,f,320625,67401,0.09876297
2933,8/13/2020 14:50,"Joint Statement of the United States, the State of Israel, and the United Arab Emirates https://t.co/oVyjLxf0jd",f,f,106268,33629,0.14756422
2934,8/13/2020 14:35,https://t.co/0wz3UZgIuj,f,f,62447,19353,0.115582824
2935,8/13/2020 13:56,"Drug companies, which are being forced by me to substantially reduce Drug Prices, are taking $millions in ads saying I want to increase Medicare Primiums. Wrong, just the opposite! These ads show DRUG PRICES ARE GOING DOWN, and they are not happy! False advertising!",f,f,150463,40658,0.15774418
2936,8/13/2020 11:17,"The Fake News Media is giving @KamalaHarris a free pass despite her Radical Left failures and very poor run in the Democrat Primary. There was nobody meaner or more condescending to Slow Joe, not even me, and yet she quickly evaporated down to almost zero in the polls. Bad!",f,f,115624,28311,0.4250535
2937,8/13/2020 10:44,"Very poor morning TV ratings for MSDNC’s Morning Joe, headed by a complete Psycho named Joe Scarborough and his ditzy airhead wife, Mika, and also @CNN, headed by complete unknowns. Congratulations to @foxandfriends on dominating the mornings (thank you President Trump!).",f,f,111462,23180,0.56252116
2938,8/13/2020 10:43,I will be interviewed by @MariaBartiromo on @FoxBusiness this morning at 7:30. A.M. Enjoy!,f,f,64559,10623,0.074461594
2939,8/13/2020 1:35,https://t.co/36b2xC1GZf,f,f,342515,91344,0.065627106
2940,8/12/2020 18:45,I am sending $15M from @USDOT to beautiful North Dakota! This federal funding will support bus service for people from Bismarck to Grand Forks and several other areas statewide. Congratulations!,f,f,76675,14805,0.0468732
2941,8/12/2020 18:45,Congrats to Colorado who will be receiving $14.9M in federal infrastructure funds from @USDOT. Happy to support bus service for residents throughout this great state!,f,f,57204,11738,0.035507366
2942,8/12/2020 18:44,Honored to send $25.9 MILLION in @USDOT funds to the great State of Texas to support bus infrastructure improvements. Congratulations to the MANY Texans who will benefit!,f,f,60656,12677,0.08751929
2943,8/12/2020 18:44,Big news for Wisconsin! @USDOT is awarding $7.7M in federal infrastructure funds to support bus service for the people of Madison and Milwaukee County!,f,f,45661,9846,0.032778528
2944,8/12/2020 18:44,"Good news for Florida! I’m awarding $27.8M from @USDOT in federal infrastructure funds to five areas including Orlando, Jacksonville, Ft. Myers/Naples, St. Petersburg, and Tampa. Happy to support bus service for the people in beautiful Florida!",f,f,40978,9162,0.0499443
2945,8/12/2020 18:43,Georgia will be receiving $13M in federal infrastructure funds from @USDOT. BIG investment in bus facilities for people in metro Atlanta – must keep people moving safely! @MARTASERVICE,f,f,34922,7592,0.07223581
2946,8/12/2020 18:43,Big improvements in rural bus service will be on their way to Michigan! I am awarding $27.8M in federal funding through @USDOT to improve bus service statewide. SO important for transit in this great state!,f,f,37422,8082,0.032554474
2947,8/12/2020 18:43,"Sending $8.3M in @USDOT funding to North Carolina for bus and bus facility improvements in Asheville, Fayetteville, and Chapel Hill. Glad to support bus service in these areas!",f,f,43550,9155,0.040531464
2948,8/12/2020 18:43,New Hampshire will receive nearly $822K in @USDOT funds for bus service in the city of Nashua. Happy to support @RideBigBlue and keep the people of Nashua moving!,f,f,32377,6910,0.061509997
2949,8/12/2020 18:43,Congrats to Pennsylvania for receiving $11.5M in federal infrastructure funds from @USDOT. Huge investments in Hazleton and Erie County to improve transit service and bring an economic boost to these areas!,f,f,39053,8594,0.025759293
2950,8/12/2020 18:43,"BIG bucks heading to Illinois! $18.9M in federal infrastructure funds from @USDOT will be awarded to @ConnectTransit, @CityLinkPeoria, and @PaceSuburbanBus for improvements to bus service in the areas. Congratulations!",f,f,30404,6482,0.05051736
2951,8/12/2020 18:43,$13.9M is heading to New Orleans in @USDOT funding for @NewOrleansRTA! Happy to support bus service and major fleet improvements for the great people of Louisiana and help them keep moving safely.,f,f,31001,6575,0.042749323
2952,8/12/2020 18:42,I’m awarding $14.7M in @USDOT funding to New Jersey to support bus infrastructure in @passaic_county. Helping make sure people can move quickly and safely!,f,f,31508,6627,0.054596826
2953,8/12/2020 18:42,Happy to send $18 MILLION in @USDOT funding to Utah to support their transit infrastructure and improve bus service. Huge and badly needed investment in the Cache Valley Region!,f,f,36568,7650,0.056976195
2954,8/12/2020 18:42,Bus investments are in the works for the people of Nebraska! I’m sending $13.6M from @USDOT in federal infrastructure funds for improvements to bus service in Omaha. Great news!,f,f,35838,7295,0.03756048
2955,8/12/2020 18:42,Happy to announce that @USDOT is providing $12.5M in federal infrastructure funds for bus improvements for the great people of Alabama. @huntsvillecity,f,f,32889,6687,0.04301727
2956,8/12/2020 18:41,"Big news, Oklahoma! I’m proud to support infrastructure in your state with $13.7 million from @USDOT for bus improvements across the state. SO important for helping people get where they need to go safely.",f,f,46384,9749,0.047524605
2957,8/12/2020 16:34,"Congratulations to Andrew Clyde on a big win last night against a strong opponent in #GA09! An early supporter of ours, Andrew will be an incredible Congressman for the people of Georgia!",f,f,76010,15015,0.12310466
2958,8/12/2020 12:29,Congratulations to future Republican Star Marjorie Taylor Greene on a big Congressional primary win in Georgia against a very tough and smart opponent. Marjorie is strong on everything and never gives up - a real WINNER!,f,f,87907,18230,0.110946715
2959,8/12/2020 12:11,"Watched @billmaher last week for the first time in a long time. He’s totally SHOT, looks terrible, exhausted, gaunt, and weak. If there was ever a good reason for no shutdown, check out this jerk. He never had much going for him, but whatever he did have is missing in action!",f,f,61795,13286,0.70031315
2960,8/12/2020 11:59,"The “suburban housewife” will be voting for me. They want safety &amp; are thrilled that I ended the long running program where low income housing would invade their neighborhood. Biden would reinstall it, in a bigger form, with Corey Booker in charge! @foxandfriends @MariaBartiromo",f,f,120075,26971,0.13619494
2961,8/12/2020 11:44,"96% Approval Rating in the Republican Party. Thank you! Also, leading in most swing states!",f,f,248341,38910,0.067539684
2962,8/12/2020 11:33,".@KamalaHarris started strong in the Democrat Primaries, and finished weak, ultimately fleeing the race with almost zero support. That’s the kind of opponent everyone dreams of!",f,f,155045,30838,0.12750822
2963,8/12/2020 2:06,https://t.co/IlYgFXtpPq,f,f,187734,72636,0.06388821
2964,8/11/2020 23:56,"Sad to see the damage from the derecho in Midwest. 112 mile per hour winds in Midway, Iowa! The Federal government is in close coordination with State officials. We are with you all the way - Stay safe and strong!",f,f,116295,20609,0.06008329
2965,8/11/2020 23:55,"Thank you to Sheriff Gonzales of Bernalillo County, New Mexico, for joining my call with our Nation’s sheriffs. Appreciate your partnership to help make your county safe – great comments on Operation Legend! https://t.co/M41wLOg5ZA",f,f,58409,15055,0.084058255
2966,8/11/2020 22:31,Will be interviewed tonight on @seanhannity at 9:00 P.M. @FoxNews,f,f,84296,15076,0.09143143
2967,8/11/2020 21:06,News Conference at 5:30 P.M. Enjoy!,f,t,49501,9649,0.051031217
2968,8/11/2020 20:39,https://t.co/jXoffXyZed,f,f,214878,77717,0.065912634
2969,8/11/2020 12:34,Big Stock Market Numbers!,f,f,206734,30012,0.06282161
2970,8/11/2020 12:33,"More Testing, which is a good thing (we have the most in the world), equals more Cases, which is Fake News Gold. They use Cases to demean the incredible job being done by the great men &amp; women of the U.S. fighting the China Plague!",f,f,118829,24424,0.46396354
2971,8/11/2020 11:45,"..so called American Intelligence were Dirty Cops who have now proven to be sleazebags at the highest level like James Comey, proven liar James Clapper, &amp; perhaps the lowest of them all, Wacko John Brennan who headed the CIA, you could perhaps understand my reluctance to embrace!",f,f,100668,22746,0.58300793
2972,8/11/2020 11:45,"John Bolton, one of the dumbest people I’ve met in government and sadly, I’ve met plenty, states often that I respected, and even trusted, Vladimir Putin of Russia more than those in our Intelligence Agencies. While of course that is not true, if the first people you met from....",f,f,108392,24277,0.7161672
2973,8/11/2020 11:06,"....went on at the White House during some extremely interesting and important times. So many good stories by someone who, unlike most other so called writers, was actually there, and a part of the action - of which there was plenty. Go buy this book, a job well done!",f,f,53445,10855,0.04485152
2974,8/11/2020 11:06,"Great new book by former Director of Oval Office Operations, Madeleine Westerhout, entitled “Off the Record”. When I look at all of the Fake Books and garbage written about me, it’s really nice to see a very smart and already wise young woman write an honest depiction of what....",f,f,78052,17051,0.44991466
2975,8/10/2020 23:20,https://t.co/0Qex1aSLCf,f,f,122289,27414,0.14878993
2976,8/10/2020 19:38,White House News Conference today at 5:30 P.M. Enjoy!,f,f,101261,16711,0.033586074
2977,8/10/2020 18:13,Play College Football!,f,f,327479,56096,0.055788174
2978,8/10/2020 17:49,...Jason worked with me to save Minneapolis along with your great National Guard after your local political leaders failed to do so. Jason has my Complete and Total Endorsement! #MNSEN https://t.co/PeTUxOGipN,f,f,22683,5517,0.16443653
2979,8/10/2020 17:49,"Jason Lewis (@LewisForMN) will be an incredible Senator for the State of Minnesota! He is a proven leader who will help us Lower your Taxes, Protect our Communities and Defend your Second Amendment…",f,f,44101,10829,0.08518526
2980,8/10/2020 17:46,"My friend, Congressman @TomEmmer, is doing a tremendous job for the people of Minnesota! He strongly supports our brave Law Enforcement &amp; National Guard, fights for our Vets and works hard to Cut your Taxes! Tom has my Complete and Total Endorsement! #MN06 https://t.co/fPIsaonBXO",f,f,24945,6524,0.1490215
2981,8/10/2020 17:46,"Congressman @PeteStauber fights for the hard-working people of Northeastern Minnesota! A former professional hockey player, Pete knows how to win. He stands for Law Enforcement, Small Business and our Vets. Pete has my Complete and Total Endorsement! #MN08 https://t.co/hu99hpOvbZ",f,f,24724,6646,0.12119727
2982,8/10/2020 17:45,"Congressman Jim Hagedorn (@JimHagedornMN) is an incredible advocate for Minnesota! He fights for our Farmers, Vets and Small Businesses, and he strongly defends your Second Amendment! Jim has my Complete and Total Endorsement! #MN01 https://t.co/MeuHHh8KFc",f,f,23174,6039,0.15177572
2983,8/10/2020 17:45,"Congratulations on your big primary win, Governor @MikeParson! You have my Complete and Total Endorsement! #MOGOV https://t.co/2Ve5jix3hS",f,f,28083,6656,0.20167427
2984,8/10/2020 17:44,Vote for Michelle – a real winner! #MN07 https://t.co/gViVuUwIRj,f,f,31989,8224,0.075111255
2985,8/10/2020 17:38,CONGRATS to General Dynamic’s Bath Iron Works &amp; Local S6 on reaching a tentative agreement after the long strike. GD builds GREAT Arleigh-Burke destroyers. Super boost for Maine Economy. Glad to have helped. I’ve done a lot for Maine! https://t.co/6bXwvtje5P,f,f,32927,7928,0.07440231
2986,8/10/2020 17:20,The student-athletes have been working too hard for their season to be cancelled. #WeWantToPlay https://t.co/lI3CCKZ4ID,f,f,136405,33322,0.07153312
2987,8/10/2020 17:15,"We have narrowed the Presidential Nomination Acceptance Speech, to be delivered on the final night of the Convention (Thursday), to two locations - The Great Battlefield of Gettysburg, Pennsylvania, and the White House, Washington, D.C. We will announce the decision soon!",f,f,114451,24765,0.007210668
2988,8/10/2020 15:00,Thank you to Senator Bill Cassidy of Louisiana for his very smart words on the just signed Executive Orders!,f,f,74967,14654,0.06735665
2989,8/10/2020 14:55,"Portland, which is out of control, should finally, after almost 3 months, bring in the National Guard. The Mayor and Governor are putting people’s lives at risk. They will be held responsible. The Guard is ready to act immediately. The Courthouse is secured by Homeland!",f,f,111519,28542,0.042503323
2990,8/10/2020 14:39,"RINO Ben Sasse, who needed my support and endorsement in order to get the Republican nomination for Senate from the GREAT State of Nebraska, has, now that he’s got it (Thank you President T), gone rogue, again. This foolishness plays right into the hands of the Radical Left Dems!",f,f,79243,21655,0.5876557
2991,8/10/2020 13:10,"So now Schumer and Pelosi want to meet to make a deal. Amazing how it all works, isn’t it. Where have they been for the last 4 weeks when they were “hardliners”, and only wanted BAILOUT MONEY for Democrat run states and cities that are failing badly? They know my phone number!",f,f,224578,52158,0.09987969
2992,8/10/2020 1:45,".@Scaramucci, who just made a fool of himself as he got taken apart by @SteveHiltonx, only lasted 11 days in his favorite of all time Administration, before being fired for, again, making a fool of himself. Anthony is a loser who begged to come back. I said “No Thanks”.",f,f,106574,23566,0.8229492
2993,8/10/2020 1:07,"This is Fake News by the failing @nytimes &amp; bad ratings @CNN. Never suggested it although, based on all of the many things accomplished during the first 3 1/2 years, perhaps more than any other Presidency, sounds like a good idea to me! https://t.co/EHrA9yUsAw",f,f,115782,28838,0.14699975
2994,8/10/2020 1:07,https://t.co/FPSif7Ieff,f,f,202534,37568,0.034045156
2995,8/8/2020 23:19,https://t.co/16JTBhdrl9,f,f,122906,30728,0.03387285
2996,8/8/2020 20:05,Major News Conference in Ten Minutes!,f,f,161146,20937,0.05623888
2997,8/8/2020 19:28,"Sleepy Joe Biden just agreed with the Radical Left Democrats to raise Taxes by Three Trillion Dollars. Everyone will pay - Will kill your Stocks, 401k’s, and the ECONOMY. BIG CRASH!  #MAGA",f,f,159415,43260,0.5514285
2998,8/7/2020 22:58,"Big wins in Tennessee and Kansas! Congratulations to @BillHagertyTN and @RogerMarshallMD. They love our Country and they love their Great States. Strong on Crime, Military, our Vets and the Second Amendment. They have my Complete and Total Endorsement!",f,f,68946,15685,0.13243493
2999,8/7/2020 22:32,"I will be doing a news conference on the ChinaVirus, the just announced very good economic numbers, and the improving economy, at 7pm from Bedminster, New Jersey. Also, the subject of the Beirut, Lebanon catastrophe will be discussed.",f,f,120808,24035,0.06785327
3000,8/7/2020 22:31,"...We will be having a conference call on Sunday with President Macron, leaders of Lebanon, and leaders from various other parts of the world. Everyone wants to help!",f,f,54015,9604,0.067271784
3001,8/7/2020 22:31,"...At 3pm this afternoon, spoke to President Aoun of Lebanon to inform him that 3 large aircraft are on the way, loaded up with Medical Supplies, Food and Water. Also, First Responders, Technicians, Doctors, and Nurses on the way...",f,f,67436,12295,0.066933386
3002,8/7/2020 22:31,"Had a lengthy discussion this morning with President Macron of France concerning numerous subjects, but in particular the catastrophic event which took place in Beirut, Lebanon...",f,f,80142,14757,0.059802093
