Q,Toxicity_score,T,Toxicity_score
"https://twitter.com/CBS_Herridge/status/1262441478019842048  ""I have today."" - Barr FISA = START Q",0.02285474,"....Twitter is completely stifling FREE SPEECH, and I, as President, will not allow it to happen!",0.09719246
https://www.bostonherald.com/2020/05/17/disinformation-from-schiff-media-damaged-america/  Corporate media control [source]: Bill Clinton_ 1996 Telecommunications Act [2016 campaign [+CF] contributions [HRC] by media] Control of information. Control of narrative. Control of people. Q,0.05923583,".@Twitter is now interfering in the 2020 Presidential Election. They are saying my statement on Mail-In Ballots, which will lead to massive corruption and fraud, is incorrect, based on fact-checking by Fake News CNN and the Amazon Washington Post....",0.15501058
https://twitter.com/EYEDROPMEDIA/status/1262146618419183616  WWG1WGA!!! Q,0.07672329,"I hope all Republican House Members vote NO on FISA until such time as our Country is able to determine how and why the greatest political, criminal, and subversive scandal in USA history took place!",0.34149152
"https://twitter.com/drewanon17/status/1262060653268791296  “We do not ""get over"" a death. We learn to carry the grief and integrate the loss in our lives. In our hearts, we carry those who have died. We grieve and we love. We remember.”  ― Nathalie Himmelrich God bless you and your family. Heaven awaits (and so does your Son). Q",0.07570823,....A total double standard. The only thing the Dems have going for them is their very close relationship with the Fake News Lamestream Media!,0.31089434
https://thetexan.news/pharmacy-board-loosens-restrictions-on-hydroxychloroquine-prescriptions-reversing-course/  Knowledge is power. Q,0.042324048,"Didn’t Obama, whose Administration has now been caught cold illegally spying on the Trump campaign, recently also get caught playing golf on a course in Virginia, despite his wife Michelle urging people to stay home, before and after his round, in a major public service message?",0.105546005
https://twitter.com/circumspectus/status/1259253580156022791  WWG1WGA!!! Q,0.050338037,"How brilliant are our FARMERS? Thank you @lgutwein99_31, real talent! #MAGA https://t.co/mtzbqUFd1V",0.078168444
https://twitter.com/doylehall/status/1259263283044868097  WWG1WGA!!! Q,0.05822412,"....One person lost to this invisible virus is too much, it should have been stopped at its source, China, but I acted very quickly, and made the right decisions. Many of the current political complainers thought, at the time, that I was moving far to fast, like Crazy Nancy!",0.25142214
https://twitter.com/polarbear9702/status/1259265628218757122  WWG1WGA!!! Q,0.056232695,"For all of the political hacks out there, if I hadn’t done my job well, &amp; early, we would have lost 1 1/2 to 2 Million People, as opposed to the 100,000 plus that looks like will be the number. That’s 15 to 20 times more than we will lose. I shut down entry from China very early!",0.18464239
https://twitter.com/TitoCalloway/status/1259262533938143234  WWG1WGA!!! Q,0.07121575,"We made most Governors look very good, even great, by getting them the Ventilators, unlimited Testing, and supplies, all of which they should have had in their own stockpiles. So they look great, and I just keep rolling along, doing great things and getting Fake Lamestream News!",0.1704921
https://twitter.com/pixielicious731/status/1251351458739556352  WWG1WGA!!! Q,0.083926804,"Stock Market up BIG, DOW crosses 25,000. S&amp;P 500 over 3000. States should open up ASAP. The Transition to Greatness has started, ahead of schedule. There will be ups and downs, but next year will be one of the best ever!",0.05505109
https://twitter.com/QTheWakeUp/status/1259277844255031296  WWG1WGA!!! Q,0.087381124,"....about whether or not Joe could have done such a horrible thing? Maybe or maybe not, but I find Joe to be a total Nut Job, and I knew him well, far better than most. So many unanswered &amp; obvious questions, but I won’t bring them up now! Law enforcement eventually will?",0.19830345
https://twitter.com/VALIANT_TH0R/status/1259315774608429056  WWG1WGA!!! Q,0.10085784,"The opening of a Cold Case against Psycho Joe Scarborough was not a Donald Trump original thought, this has been going on for years, long before I joined the chorus. In 2016 when Joe &amp; his wacky future ex-wife, Mika, would endlessly interview me, I would always be thinking....",0.3066615
https://twitter.com/officialrissad/status/1261019469545177091  WWG1WGA!!! Q,0.056951538,The opening of a Cold Case against Psycho Joe Scarborough,0.19527033
https://twitter.com/Missc247/status/1259391365869420546  WWG1WGA!!! Q,0.050370347,"Sean Parnell is an American Hero. Conor Lamb has proven to be an American fraud, and a puppet for Crazy Nancy Pelosi. He said he would NOT vote for her for Speaker, and did. Will kill 2A. Voted to impeach (on nothing). A TOTAL &amp; COMPLETE Sean Parnell Endorsement! https://t.co/v1OnY0MI8m",0.52872235
https://twitter.com/wach_jetzt_auf/status/1259509550853623809  WWG1WGA!!! Q,0.042754214,"....living in the state, no matter who they are or how they got there, will get one. That will be followed up with professionals telling all of these people, many of whom have never even thought of voting before, how, and for whom, to vote. This will be a Rigged Election. No way!",0.12133033
https://twitter.com/BrazilQArmy/status/1259536236378718209  WWG1WGA!!! Q,0.07195809,"There is NO WAY (ZERO!) that Mail-In Ballots will be anything less than substantially fraudulent. Mail boxes will be robbed, ballots will be forged &amp; even illegally printed out &amp; fraudulently signed. The Governor of California is sending Ballots to millions of people, anyone.....",0.15281323
https://twitter.com/jbarwkc/status/1259571158896295936  WWG1WGA!!! Q,0.08211434,Joe Biden’s handling of the H1N1 Swine Flu was a complete and total disaster. Even polls on the matter were terrible!,0.56049746
https://twitter.com/QdUpJarhead/status/1259583401243353090  WWG1WGA!!! Q,0.10023925,https://t.co/Ng5SIjmUAa,0.05595281
https://twitter.com/PatriotDancing/status/1256678165465821184  WWG1WGA!!! Q,0.05781206,"Great reviews on our handling of Covid 19, sometimes referred to as the China Virus. Ventilators, Testing, Medical Supply Distribution, we made a lot of Governors look very good - And got no credit for so doing. Most importantly, we helped a lot of great people!",0.07791787
https://twitter.com/nicolejc9/status/1261770405653753867  WWG1WGA!!! Q,0.053251356,"Nobody in 50 years has been WEAKER on China than Sleepy Joe Biden. He was asleep at the wheel. He gave them EVERYTHING they wanted, including rip-off Trade Deals. I am getting it all back!",0.15472017
https://twitter.com/forabetterwor10/status/1262079435882323978  WWG1WGA!!! Q,0.052885056,"Sleepy Joe Biden (mostly his reps.) went crazy when I banned, in late January, people coming in from China. He called me “xenophobic” &amp; then went equally “nuts” when we let in 44,000 people - until he was told they were American citizens coming home. He later apologized!",0.40314978
https://twitter.com/MariaBartiromo/status/1262065546775932930  Public v [matters of NAT SEC] Q,0.02662526,"Sean Parnell is an American Hero. Connor Lamm has proven to be an American fraud, and a puppet for Crazy Nancy Pelosi. He said he would NOT vote for her for Speaker, and did. Will kill 2A. Voted to impeach (on nothing).  A TOTAL &amp; COMPLETE Sean Parnell Endorsement! https://t.co/v1OnY0MI8m",0.52734774
https://www.hsdl.org/?view&did=797546  [Pg 20][Pg 21][Pg 22][Pg 23] For future events [understanding]. Q,0.026569951,"I have zero interest in moving the Republican National Convention to Doral in Miami, as falsely reported by the Fake News @nytimes in order to stir up trouble. Ballroom is not nearly big enough &amp; would like to stay in N.C., whose gov. doesn’t even know if he can let people in? https://t.co/nqBBPv4VXS",0.2548933
https://twitter.com/MariaBartiromo/status/1262052902304129032  Flynn DOJ_dismiss_week_1 FISA unmask_DECLAS[public][select date(s)]_week_2 CLAS 1-99_week_3 [you are here] 4 5 6 7 8 9 10 Q,0.060001127,https://t.co/UQ4lBP1nor,0.06687433
https://www.youtube.com/watch?v=OnoNITE-CLc  Where. We. Go. One. We. Go. All. Q,0.033731982,"....Hawaii in a big, fully loaded 747, to play. What did that do to the so-called Carbon Footprint? He also played moments after the brutal killing by ISIS of a wonderful young man. Totally inappropriate - and it was me who shattered 100% of the ISIS Caliphate. I was left a MESS!",0.16572538
https://twitter.com/GovMurphy/status/1261343107976699906  Is this about the virus OR THE ELECTION? The Truth is right in front of you. Q,0.070741855,"....3 months and, if I waited 3 years, they would do their usual “hit” pieces anyway. They are sick with hatred and dishonesty. They are truly deranged! They don’t mention Sleepy Joe’s poor work ethic,  or all of the time Obama spent on the golf course, often flying to....",0.604573
https://twitter.com/ODNIgov/status/1261384825438482432  Q,0.034847807,"Some stories about the fact that in order to get outside and perhaps, even a little exercise, I played golf over the weekend. The Fake &amp; Totally Corrupt News makes it sound like a mortal sin - I knew this would happen! What they don’t say is that it was my first golf in almost...",0.1802108
'Quarantine' is when you restrict the movement of sick people. 'Tyranny' is when you restrict the movement of healthy people. Q,0.44350904,https://t.co/8fvJRDJREz,0.13267949
https://www.foxnews.com/politics/nevadas-vote-by-mail-primary-fraud-concerns  It's right in front of you. It always has been. Q,0.11075464,https://t.co/U02F9CL0je,0.07450712
https://twitter.com/ZekeJMiller/status/1261339533905281025  It's time to end the horror show. It's time to stand [lead by example]. Enough have seen [domino effect]. [note: who wears a mask and who does not] Q,0.05201959,"TRANSITION TO GREATNESS! Get ready, it is already happening again!",0.2456187
https://www.washingtonexaminer.com/news/san-diego-county-supervisor-says-six-of-194-confirmed-deaths-are-pure-solely-coronavirus-deaths  Think for yourself. Trust yourself. Your voice matters. Knowledge is power. Q,0.089686744,HAPPY MEMORIAL DAY!,0.20210887
"Why did [D]s push 'everything is fine' narrative early on [ex: Pelosi China town]? Why did science board push [no need close China travel] narrative early on? Why did [select] govs push COVID-19 positive elderly patients into nursing homes [most at risk_proven] when surplus of availability in hospitals [+ USNS_Comfort]?  Why are CDC numbers conflating COVID-19 deaths with influenza, pneumonia, other? Why are influenza deaths at [all-time] historical low levels vs years past [outside of standard deviation]? Why are COVID-19 tests returning positive results on pawpaw's and animals?  Why are [select] swing states undergoing heavy quarantine extensions?  Why are possible [treatments][cures] being prevented and attacked [USA]? ""Testing, Testing, Testing, Tracing, and Isolation."" - [Pelosi] Q",0.07585338,"...to find, with all of the jobs and economic development it brings, another Republican National Convention site. This is not something I want to do. Thank you, and I LOVE the people of North Carolina!",0.08158627
https://twitter.com/Harlan/status/1261284089933508609  Sometimes you can't TELL the public the truth. YOU MUST SHOW THEM. ONLY THEN WILL PEOPLE FIND THE WILL TO CHANGE. Q,0.12063516,"...made by many thousands of enthusiastic Republicans, and others, to head to beautiful North Carolina in August. They must be immediately given an answer by the Governor as to whether or not the space will be allowed to be fully occupied. If not, we will be reluctantly forced...",0.09932089
https://twitter.com/VincentCrypt46/status/1261122553461923840  Listen carefully. Why are possible [treatments][cures] being banned? Why are possible [treatments][cures] being attacked? Why are possible [treatments][cures] being targeted? Evidence overwhelming? HOW DO YOU KEEP PEOPLE LIVING IN FEAR? HOW DO YOU KEEP PEOPLE DIVIDED? HOW DO YOU JUSTIFY VOTE-BY-MAIL? HOW DO YOU JUSTIFY STATE BAILOUT(S)? HOW DO YOU MAKE PEOPLE STARVE [DEPENDENT ON GOV]? HOW DO YOU JUSTIFY ANYTHING NON_COVID RELATED TO BE A POLITICAL ATTACK [FISA_UNMASK]? HOW DO YOU CREATE A DIVERSION? HOW DO YOU SHIFT THE NARRATIVE? HOW DO YOU KILL POTUS ECONOMIC GAINS? HOW DO YOU KILL POTUS UNEMPLOYMENT RECORD(S)? HOW DO YOU PREVENT POTUS RALLY[IES]? HOW DO YOU DELAY USA_CHINA TRADE NEGOTIATION [PREVENT [FIXED] BILLION(S) CLAWBACK]? HOW DO YOU SHELTER [BIDEN] FROM DEBATES? HOW DO YOU SHELTER & PROTECT [BIDEN]? HOW DO YOU PUSH_DELAY [D] PARTY CONVENTION? WHY IS PUSHING CONVENTION CLOSER TO ELECTION DAY NECESSARY? HOW DO YOU CHANGE-OUT [D] PARTY CANDIDATE [OPTION]? HOW DO YOU CONVINCE [D] PARTY VOTERS TO ACCEPT? HOW DO YOU TRAP [INSTALL MEDICAL ADVISORS_SKY_IS_FALLING] POTUS INTO ENDORSEMENT OR FACE WW MEDICAL-SCIENCE-MEDIA FULL ASSAULT?  IS THIS ABOUT THE ELECTION OR THE VIRUS? WHO BENEFITS THE MOST? Time to end the horror show? Time to term [select] science advisors? Time to term [select] gov controls by legal challenge? Time to stand? Q,0.4623268,"...full attendance in the Arena. In other words, we would be spending  millions of dollars building the Arena to a very high standard without even knowing if the Democrat Governor would allow the Republican Party to fully occupy the space. Plans are being....",0.07806506
https://twitter.com/mashable/status/1261299545968910337  Fear. Division. Dependency. Control. Q,0.044465836,"I love the Great State of North Carolina, so much so that I insisted on having the Republican National Convention in Charlotte at the end of August. Unfortunately, Democrat Governor, @RoyCooperNC is still in Shutdown mood &amp; unable to guarantee that by August we will be allowed...",0.1332152
https://www.documentcloud.org/documents/6882587-Letter-From-Obama-Office-to-NARA-03-13-20.html  Q,0.06315035,MAKE AMERICA GREAT AGAIN!,0.078476265
https://twitter.com/LouDobbs/status/1261054584195293186  Q,0.05173692,OBAMAGATE!,0.11408045
>>9170641 Graham shoots down Trump's call for Obama testimony on Russia probe origins  https://twitter.com/JasonMillerinDC/status/1260973549067612165   https://www.politico.com/news/2020/05/14/lindsey-graham-obama-testimony-russia-258170,0.29288444,Schools in our country should be opened ASAP. Much very good information now available. @SteveHiltonx @FoxNews,0.15861483
>>9170717 https://www.politico.com/news/2019/10/31/graham-judiciary-chairmanship-grassley-062993  Worth remembering. Think Chess. Do you attack the KING in the beginning or middle-to-end? QUEEN protects KING? Q,0.15337893,"Having the G7 meeting in Washington is very important for those countries, and the World! https://t.co/tWECoIlu6F",0.062354986
https://twitter.com/PattyAngel64/status/1260854309756923904  Q,0.058656197,"Among many other very important events, meetings, and calls! https://t.co/0yNFtFpXpv",0.059397995
https://twitter.com/tomselliott/status/1260907153235365888  Is this about the virus OR ABOUT PROTECTING THEMSELVES? >Mail-in-Ballot push [Election] >[D] State bailout(s) push >Refusal to testify re: fear of COVID-19 WHO BENEFITS THE MOST? Q,0.035055403,"I give, and have given from the beginning, my entire yearly salary, $400,000 to $450,000, back to our government. Last check to HHS Covid relief. My great honor! https://t.co/Vv6Uyz9MkF",0.03785586
[Example A] Who [former WH staff][one or more] introduced [pushed] DAN COATS as DNI DIR to POTUS? Who [former WH staff][one or more] insisted he could be trusted? Knowingly or unknowingly? Q,0.12826009,"...vacationing, relaxing &amp; making shady deals with other countries, &amp; that Barack was always playing golf, doing much of his traveling in a fume spewing 747 to play golf in Hawaii - Once even teeing off immediately after announcing the gruesome death of a great young man by ISIS!",0.24253736
https://twitter.com/Stardust_1416/status/1260947737262120961  Q,0.05690323,"Sleepy Joe’s representatives have just put out an ad saying that I went to play golf (exercise) today. They think I should stay in the White House at all times. What they didn’t say is that it’s the first time I’ve played golf in almost 3 months, that Biden was constantly.....",0.06333385
https://twitter.com/antlive73_am/status/1260729778983837696  Panic? Q,0.05644402,"The Democrats are trying to Rig the 2020 Election, plain and simple! https://t.co/jlDhzGRnqa",0.16590643
The point to understand. They [knowingly] unmasked [attached names to] AFTER POTUS won the election of 2016. They thought they could prevent the exposure of this information and remain protected. Why did they believe this? What 'insurance' did they have? Infiltration of US GOV? This fact alone should scare every American. SHADOW PRESIDENCY. SHADOW GOVERNMENT. It took this long for a reason. Q,0.11627638,A disgrace. Total corruption! https://t.co/OH9rdeQUS9,0.42355895
https://www.military.com/video/aircraft/gunships/ac-130-gunship-lights-up-the-night/658552061001  Q,0.06865095,Thank you. We love our boaters! https://t.co/AhjmAOKfDh,0.05820727
https://www.washingtonexaminer.com/news/devin-nunes-criminal-referrals-coming-for-mueller-team  Q,0.088722005,https://t.co/iE2uvcVJhz,0.08243839
">>9158421 >Dates are important.  THIS IS EXACTLY THE POINT!! Thank You. https://twitter.com/adamhousley/status/1260646745815388160   '''How do they explain so many of the requests being PRIOR to the Kislyak call that SUPPOSEDLY was the predicate for the   investigation?''' And Sgt Schultz? He must have forgotten he was on the list, considering what he told to George Stephanopoulos on Sunday https://twitter.com/treehuggingsis/status/1260646441380282374",0.08672503,"Be sure to watch, “Witch Hunt, the Flynn Vindication” hosted by the very knowledgeable @GreggJarrett on @FoxNews tonight at 8:00 P.M. This is yet another part of the greatest Criminal Hoax in American History!",0.25958976
>>9158507 Go back further. https://www.nbcnews.com/politics/politics-news/what-mueller-report-says-about-jared-kushner-ivanka-trump-donald-n995866  The 'Hook'. Nov 30 'unmask' needed justification? WHO SET UP THE MEETING? WHO WAS DIRECTING AMB. KISLYAK TO MAKE CONTACT [MEETING + PHONE]? Q,0.11538244,You are right! https://t.co/MWUq0yf8ii,0.075452045
Dates are important. FISA unmask request(s) [PRIOR TO] Amb. Kislyak phone call? WHO ASKED AMB. KISLYAK TO CALL FLYNN [SET UP _FBI entrap + FISA [late] justify]? Q,0.07486213,"I always stand with leaders who weren’t afraid to stand early with me. That’s why I am supporting a true conservative, @DanJohnstonND for State Treasurer of North Dakota! https://t.co/CDkKewRcYz",0.078442305
>>9157228  PAIN,0.08698711,"Cases, numbers and deaths are going down all over the Country!",0.24230196
>>9157248 This is only the start. Q,0.073775835,"A lot of interest in this story about Psycho Joe Scarborough. So a young marathon runner just happened to faint in his office, hit her head on his desk, &amp; die? I would think there is a lot more to this story than that? An affair? What about the so-called investigator? Read story! https://t.co/CjBXBXxoNS",0.3846278
D5 date on the ODNI release…,0.11728293,"Allen, get well soon! https://t.co/eJMzelycRU",0.10998329
">>9156649 Excellent find, Anon. [They] thought it meant Dec [5] _State Funeral. NSA A lot more coming [soon]. Q",0.052448884,"The United States cannot have all Mail In Ballots. It will be the greatest Rigged Election in history. People grab them from mailboxes, print thousands of forgeries and “force” people to sign. Also, forge names. Some absentee OK, when necessary. Trying to use Covid for this Scam!",0.3580785
https://twitter.com/CBS_Herridge/status/1260635872271228928  Board under heavy attack. Q,0.09346558,“Full Measure with Sheryl Attkisson” interview on @ABC at 10:00 A.M. Sunday. Enjoy!,0.07786248
https://www.breitbart.com/national-security/2020/05/12/fox-news-john-brennan-russia-hillary-clinton/  [Russia] narrative ALL FAKE? Q,0.24263781,"Michael Moore Torches Biden: He Lacks ‘Necessary Enthusiasm‘ to Beat Trump https://t.co/EC6bt2e56n via @BreitbartNews.  Well, he was right in 2016, and we do have great enthusiasm. Many say, done a fantastic job! DJT",0.10397841
"https://twitter.com/QBlueSkyQ/status/1260366918223114240  Excellent find, Anon(s). But, you must go back before you can go forward. https://www.reuters.com/article/us-usa-trump-russia-flynn/judge-presiding-over-michael-flynn-criminal-case-is-recused-court-idUSKBN1E202V  Why did U.S. District Court Judge Rudolph Contreras recuse? https://www.fisc.uscourts.gov/current-membership  Judge Rudolph Contreras current member of FISC? WHO SIGNED THE FLYNN FISA? THE SWAMP RUNS DEEP. Q",0.11779434,Thank you Herschel! https://t.co/JbPC3TxhPo,0.03452915
https://www.forbes.com/sites/alexledsom/2020/05/10/hydroxychloroquinenumber-of-prescriptions-explode-in-france/#56428ce2180f  Q,0.095529385,I HOPE ALL AFRICAN AMERICANS WILL READ AND STUDY THIS. 100% CORRECT. SLEEPY JOE WILL NEVER GET YOU THERE. HE NEVER HAS IN THE PAST. I WILL &amp; HAVE!!! https://t.co/j15DLun4KV,0.50101906
Cue all the Lawfare hacks working on their briefs as we speak.   https://twitter.com/Techno_Fog/status/1260331124913582080,0.087664634,"Many physicians agree with you. Also, some very good studies! @SteveFDA @US_FDA https://t.co/NDHSTqvhoa",0.054882817
>>9145804 https://news.yahoo.com/obama-irule-of-law-michael-flynn-case-014121045.html  Did you listen carefully? Subject: Flynn Topic: Rule of Law @ Risk Can you prosecute without prosecutors? No. Can you 'extend' in the public arena to push a coordinated narrative? The swamp runs deep. Q,0.17082016,True! https://t.co/XvsYuVh1bN,0.065381154
https://twitter.com/KatiePavlich/status/1260252006742216704  Q,0.02892408,"A blow to her head? Body found under his desk? Left Congress suddenly? Big topic of discussion in Florida...and, he’s a Nut Job (with bad ratings). Keep digging, use forensic geniuses! https://t.co/UxbS5gZecd",0.25250593
Cameras on = masks on Cameras off - masks off Q,0.19859327,Thank you! https://t.co/8PjR0aswHY,0.040287245
https://twitter.com/IngrahamAngle/status/1260226102351577090  Q,0.031870004,TRANSITION TO GREATNESS!,0.40326828
"https://www.foxnews.com/politics/house-coronavirus-relief-bill-to-reach-3t  Of the more than $3 trillion package, about $1 trillion would go to state, local and tribal governments, according to three sources briefed on the proposal. ""Now she wants to write a $3 trillion bill, with no one able to see, no accountability, and no input,"" McCarthy told Fox News on Monday. ""I mean, this is not how democracy works. This is a real concern to all of us this won't ever become law, but it'll be the wishlist of the liberals, to try to change election law, fund Planned Parenthood, and make sure sanctuary cities get the chunk of the money.” Coordinated or coincidence re: CA 3-mo extension? The truth is in front of you. Q",0.08569375,MAKE AMERICA GREAT AGAIN!,0.078476265
https://twitter.com/Breaking911/status/1260287137716539394  People used as pawns in their attempt to seek a taxpayer funded bailout [for mismanaged funds]? https://www.ocregister.com/2019/01/09/californias-massive-debt-should-caution-against-big-spending/  People used as pawns in their attempt to [provide cover] for vote-by-mail? Is this about the virus OR THE ELECTION? Is this about the virus OR A STATE BAILOUT?  Removal of Civil Liberties?  Removal of Constitutional Rights? Welcome to the [D] party. Dormant people accept what they are told. DOJ intervention coming? Q,0.06353257,"....price. You should drop out of the race &amp; pray that super liberal @DougJones, a weak &amp; pathetic puppet for Crazy Nancy Pelosi &amp; Cryin’ Chuck Schumer, gets beaten badly. He voted for impeachment based on “ZERO”. Disgraced Alabama. Coach @TTuberville will be a GREAT Senator!",0.7850732
https://twitter.com/Matt_Zawadzki/status/1260091180190240768  Q,0.022173086,"Jeff, you had your chance &amp; you blew it. Recused yourself ON DAY ONE (you never told me of a problem), and ran for the hills. You had no courage, &amp; ruined many lives. The dirty cops, &amp; others, got caught by better &amp; stronger people than you. Hopefully this slime will pay a big... https://t.co/AJPUBTPCnT",0.69542736
They have officially retained lawyers. https://www.vault.com/best-companies-to-work-for/law/best-law-firms-in-each-us-region/washington-dc  Q,0.042715516,Who are the 4%? A RINO or two! https://t.co/fYjnhC6rrl,0.08333493
https://www.realclearpolitics.com/video/2017/03/20/trey_gowdy_grills_comey_who_has_the_power_to_unmask_a_us_citizens_communications.html  Listen very carefully. Q,0.02121889,Sleepy Joe cannot bring us to greatness. He is the reason I’m here! https://t.co/BD21ZWVdXB,0.081522256
>>9132283 Bring on the PAIN!,0.06546185,...And Sleepy Joe! https://t.co/XvsYuVh1bN,0.05970733
>>9132373 It's happening. Q,0.06462606,"All things that I have GOTTEN DONE, including Criminal Justice Reform! https://t.co/YWaQwLHlNC",0.07398507
GRENELL DECLASjust done per Hannity show 8:41pm CST Unmasking the unmaskers It's on,0.16245139,Sean Parnell is a Star. We need him in Washington to Drain the Swamp! https://t.co/6j8wGaYELH,0.099637225
>>9132268 https://www.dailywire.com/news/breaking-u-s-officials-have-declassified-list-of-obama-officials-who-were-involved-in-unmasking-general-flynn  Be ready. Q,0.099028744,Patriots! https://t.co/btK0gYfeju,0.24135967
>>9129529 We are ready and awaiting your go order sir o7,0.104785845,So bad! https://t.co/bHFmfe8bro,0.14483342
>>9129604 Rain coming. Bring the pain. You'll know when. Q,0.106751144,Caught in the act! https://t.co/BHBGMYMpc2,0.07589165
>>9129285 Q Slow and Steady wins the race.,0.14981453,"Admiral Ronny Jackson (@RonnyJackson4TX) is a very successful doctor and Navy Veteran running for Congress in #TX13. Strong on Crime, the Border and Agriculture — and he loves our Vets! Ronny has my Complete and Total Endorsement! Vote for Ronny! https://t.co/u4z8ZxbeNh",0.085473835
>>9129511 We are ready to unleash hell. Memes ready? Q,0.5154597,"We need @KarenHandel back in Congress to fight for the incredible people of Georgia! She is a tremendous advocate for our Military, Vets, Border Security and the Second Amendment. Karen has my Complete and Total Endorsement! #GA06
 https://t.co/5JOaLlvZE0",0.1343041
https://twitter.com/Cowboys4Lifee_/status/1259977735608373249?s=19,0.016991958,"Congressman Guy Reschenthaler (@reschenthaler) is doing tremendous work for the people of Pennsylvania! A Navy veteran, Guy strongly supports our Vets, Borders, and always votes to uphold the Rule of Law. Guy has my Complete and Total Endorsement! #PA14 https://t.co/RkjG3znmpM",0.10848553
>>9129266 IDEN another leaker.  These people are stupid. Q,0.94537926,"Congressman John Joyce (@JohnJoyceForPA) is a fighter for the Commonwealth of Pennsylvania! John loves our Vets, Military and Small Businesses and always defends Life and the Second Amendment. John has my Complete and Total Endorsement! #PA13
https://t.co/Xo0iPugy4y",0.12861669
https://constitution.congress.gov/browse/essay/artI_S6_C1_1_2/#essay-3  Q,0.036861926,Sean (@SeanParnellUSA) has my Complete and Total Endorsement! #PA17 https://t.co/GxLuWGBmnx,0.09916247
https://www.youtube.com/watch?v=LUsLDzXWUU4  HE FIGHTS FOR YOU. Q,0.19023766,"Congressman Mike Kelly (@MikeKellyforPA) is an incredible advocate for Pennsylvania! He fights to Lower your Taxes, Create Jobs, Protect our Borders, and Defend the Second Amendment. Mike has my Complete and Total Endorsement! #PA16 https://t.co/6ckib4Ot0J",0.17589597
"The Armor of God Finally, be strong in the Lord and in his mighty power. Put on the full armor of God, so that you can take your stand against the devil’s schemes. For our struggle is not against flesh and blood, but against the rulers, against the authorities, against the powers of this dark world and against the spiritual forces of evil in the heavenly realms. Therefore put on the full armor of God, so that when the day of evil comes, you may be able to stand your ground, and after you have done everything, to stand. Stand firm then, with the belt of truth buckled around your waist, with the breastplate of righteousness in place, and with your feet fitted with the readiness that comes from the gospel of peace. In addition to all this, take up the shield of faith, with which you can extinguish all the flaming arrows of the evil one. Take the helmet of salvation and the sword of the Spirit, which is the word of God. And pray in the Spirit on all occasions with all kinds of prayers and requests. With this in mind, be alert and always keep on praying for all the Lord’s people. Q",0.14945482,"Congressman Fred Keller (@VoteFredKeller) has been doing a phenomenal job in Congress since his special election! He strongly supports our Vets, Small Businesses, Workers, and the Second Amendment. Fred has my Complete and Total Endorsement! #PA12 https://t.co/MVFFDEqlr2",0.13980795
https://twitter.com/ABC/status/1259870367818092547  PANIC. IN. DC. Q,0.043645985,"Congressman Glenn “GT” Thompson (@GT_TeamGT) is a hard worker for Pennsylvania! The ""Dean of the Delegation"", he strongly supports our incredible Farmers, Vets and the Second Amendment. “GT” has my Complete and Total Endorsement! #PA15 https://t.co/MqR3PQVf66",0.0860234
THE WAR IS REAL. HE FIGHTS FOR YOU. Q,0.5154597,"Congressman Scott Perry (@PatriotsPerry) is an incredible fighter for Pennsylvania! He served our country as an Army General and now he fights for our Seniors, Vets, Military, and the Second Amendment. Scott has my Complete and Total Endorsement! #PA10 https://t.co/JUnTgdMyCN",0.11151896
Back with numerics,0.22630057,"Congressman Lloyd Smucker (@LloydSmuckerPA) is working hard for the people of Pennsylvania! Lloyd strongly supports the Second Amendment, and he’s fighting for our incredible Workers, Military and Vets. Lloyd has my Complete and Total Endorsement! #PA11 https://t.co/R8BRrV6nOJ",0.22693312
>>9123835 Patriotism on the rise! People needed a 'spark' to re-ignite the engine. Q,0.153217,"Congressman Dan Meuser (@Meuser4Congress) is a tremendous advocate for Pennsylvania! Dan loves our Military, Vets and the Second Amendment – a real supporter of our #MAGA agenda. Dan has my Complete and Total Endorsement! #PA09
https://t.co/C89n16rAxK",0.08710193
"https://www.foxnews.com/politics/durham-moving-full-throttle-on-russia-probe-review-with-top-federal-prosecutors-involved-sources  Keywords are fun for the whole family. “They FARMED the investigation out because it is too much for Durham and he didn’t want to be distracted,” one of the sources told Fox News.  “He’s going full throttle, and they’re looking at everything,” the source told Fox News. Breadcrumbs were being dropped in the days preceding the decision that his case could be reconsidered. Q",0.10083146,"Lisa Scheller (@SchellerforPA) will fight for the incredible people of Pennsylvania in Congress! She strongly supports our Military, Vets, Small Businesses and the Second Amendment. Lisa has my Complete and Total Endorsement! #PA07
https://t.co/VMYjdtKMPg",0.15870798
https://www.bloomberg.com/news/articles/2020-05-11/ex-trump-security-aide-who-left-in-controversy-rejoins-pentagon  It's like having all the pieces of the puzzle but only after [news unlocks] can the puzzle [full picture] be put together. Q,0.047837626,"David Young (@YoungForIowa) is a champion for Iowa! He helped us pass the Trump Tax Cuts and he will always fight for our Small Businesses, Military, the Second Amendment and our Great Farmers! David has my Complete &amp; Total Endorsement! #IA03 https://t.co/uUjvZvLN8h",0.17775373
Enjoy the show! Q,0.07184864,"Ashley Hinson (@hinsonashley) will be a tremendous advocate for the People of Iowa! She will fight for our Military, Vets, Small Businesses, &amp; our Incredible Farmers—a true supporter of our #MAGA Agenda! Ashley has my Complete and Total Endorsement! #IA01 https://t.co/CDBLsMEknS",0.1315005
